"","第1層","第2層","第3層","第4層"
1067,"社会における医療の役割の理解","社会保障","公衆衛生","ボランティア、NPO、地域共生社会、社会的処方について説明できる予防の段階と戦略について説明できる。"
1068,"社会における医療の役割の理解","社会保障","社会保険、公的扶助、社会福祉","生存権などの健康に関する基本的人権と社会保障について説明できる。"
1069,"社会における医療の役割の理解","社会保障","社会保険、公的扶助、社会福祉","国民皆保険としての社会保険（医療保険、介護保険）と診療報酬・介護報酬の制度について説明できる。"
1070,"社会における医療の役割の理解","社会保障","社会保険、公的扶助、社会福祉","公的扶助、社会福祉について説明できる。"
1071,"社会における医療の役割の理解","社会保障","地域保健","保健所・市町村保健センター・地方衛生研究所の役割、地域保健法など、地域保健体制について説明できる。"
1072,"社会における医療の役割の理解","社会保障","地域保健","「国民の健康づくり運動」（健康日本21含む）、健康増進法など、健康増進施策について説明できる。"
1073,"社会における医療の役割の理解","社会保障","地域保健","母子保健法、母体保護法、児童福祉法、児童虐待防止法など、母子保健施策について説明できる。"
1074,"社会における医療の役割の理解","社会保障","地域保健","学校医、学校感染症、学校保健安全法など、学校保健について説明できる。"
1075,"社会における医療の役割の理解","社会保障","地域保健","特定健康診査・特定保健指導、高齢者の医療の確保に関する法律（高齢者医療確保法）など、成人及び高齢者保健施策（介護予防含む）について説明できる。"
1076,"社会における医療の役割の理解","社会保障","地域保健","がん対策基本法、がん登録等の推進に関する法律など、がん対策について説明できる。"
1077,"社会における医療の役割の理解","社会保障","地域保健","栄養摂取基準、保健機能食品、食育基本法など、栄養施策について説明できる。"
1078,"社会における医療の役割の理解","社会保障","地域保健","精神保健福祉法、自殺対策基本法など、精神衛生・心の健康に関する施策について説明できる。"
1079,"社会における医療の役割の理解","社会保障","地域保健","障害者の日常生活及び社会生活を総合的に支援するための法律（障害者総合支援法）など障がい者福祉について説明できる。"
1080,"社会における医療の役割の理解","社会保障","地域保健","8020、フッ化物の利用、全身の健康との関連など、歯科保健施策について説明できる。"
1081,"社会における医療の役割の理解","社会保障","地域保健","食品衛生法、食品営業、食中毒の状況など、食品衛生施策について説明できる。"
1082,"社会における医療の役割の理解","社会保障","地域保健","水道、建築物における衛生的環境の確保に関する法律（建築物衛生法）、住宅環境など、生活環境衛生施策について説明できる。"
1083,"社会における医療の役割の理解","社会保障","地域保健","環境基本法、公害、廃棄物の処理及び清掃に関する法律（廃棄物処理法）など、環境保全施策について説明できる。"
1084,"社会における医療の役割の理解","社会保障","地域保健","地域職域連携、健康経営など、産業保健との連携について説明できる。"
1085,"社会における医療の役割の理解","社会保障","産業保健","産業保健の意義、労働衛生の3管理など、産業保健の基本的な考え方について説明できる。"
