臓器,分類,カテゴリ,サブカテゴリ,疾患,重要,UID,H28対応項目,H28表記,医学教育課修正案(20220419),医学教育課からのコメント(20220419),修正案(20220318),作業用(20220417),疾患(20220417),作業予定(20220417),コメント(20220318),重要(20220318),重複(計算列),重複のため削除する項目に●(20220408),重要度分類(スリム化チーム作業用)(20220330),"座長・副座長返答(1.医学教育課の意見を反映,2.原案ママ,3.その他)(20220411)",座長・副座長コメント(20220411),医学教育課修正案(20220317),医学教育課からのコメント(20220317),診断,治療,教育,予防,作成時(20220316コメント),修正案(20220316),パフォーマンス
内分泌・栄養・代謝系,疾患・病態,甲状腺疾患,なし,甲状腺機能亢進症,●,JlvnmK8,"D-12-04-02-01, D-12-04-02-02, D-12-04-02-03","Basedow病の病態、症候、診断と治療を説明できる。,甲状腺炎（慢性・亜急性）を概説できる。,甲状腺機能低下症の症候、診断と治療を説明できる。",,,,甲状腺機能亢進症,甲状腺機能亢進症,重要,,●,,,,,,,,,,,,,,
内分泌・栄養・代謝系,疾患・病態,甲状腺疾患,なし,甲状腺機能低下症,●,JlvnmLA,"D-12-04-02-01, D-12-04-02-02, D-12-04-02-03","Basedow病の病態、症候、診断と治療を説明できる。,甲状腺炎（慢性・亜急性）を概説できる。,甲状腺機能低下症の症候、診断と治療を説明できる。",,,,甲状腺機能低下症,甲状腺機能低下症,重要,,●,,,,,,,,,,,,,,
内分泌・栄養・代謝系,疾患・病態,甲状腺疾患,なし,甲状腺炎（慢性・無痛性・亜急性）,,JlvnmLE,"D-12-04-02-01, D-12-04-02-02, D-12-04-02-03","Basedow病の病態、症候、診断と治療を説明できる。,甲状腺炎（慢性・亜急性）を概説できる。,甲状腺機能低下症の症候、診断と治療を説明できる。",,,,甲状腺炎（慢性・無痛性・亜急性）,甲状腺炎（慢性・無痛性・亜急性）,,,,,,●,,,,,,,,,,,
内分泌・栄養・代謝系,疾患・病態,副甲状腺疾患,なし,副甲状腺機能亢進症,,JlvnmLI,"D-12-04-03-01,D-12-04-03-02,D-12-04-03-03,D-12-04-03-04","カルシウム代謝の異常を疾患と関連付けて説明できる。,副甲状腺機能亢進症と副甲状腺機能低下症の病因、病態、症候と診断を説明できる。,悪性腫瘍に伴う高Ca血症を概説できる。,偽性副甲状腺機能低下症を概説できる。",,,,副甲状腺機能亢進症,副甲状腺機能亢進症,,,,,,,,,,,,,,,,,
内分泌・栄養・代謝系,疾患・病態,副甲状腺疾患,なし,副甲状腺機能低下症,,JlvnmLQ,"D-12-04-03-01,D-12-04-03-02,D-12-04-03-03,D-12-04-03-04","カルシウム代謝の異常を疾患と関連付けて説明できる。,副甲状腺機能亢進症と副甲状腺機能低下症の病因、病態、症候と診断を説明できる。,悪性腫瘍に伴う高Ca血症を概説できる。,偽性副甲状腺機能低下症を概説できる。",,,,副甲状腺機能低下症,副甲状腺機能低下症,,,,,,,,,,,,,,,,,
内分泌・栄養・代謝系,疾患・病態,副甲状腺疾患,なし,悪性腫瘍に伴う高カルリウム血症,,JlvnmLU,"D-12-04-03-01,D-12-04-03-02,D-12-04-03-03,D-12-04-03-04","カルシウム代謝の異常を疾患と関連付けて説明できる。,副甲状腺機能亢進症と副甲状腺機能低下症の病因、病態、症候と診断を説明できる。,悪性腫瘍に伴う高Ca血症を概説できる。,偽性副甲状腺機能低下症を概説できる。",,,,悪性腫瘍に伴う高カルリウム血症,悪性腫瘍に伴う高カルリウム血症,,,,,,,,,,,,,,,,,
内分泌・栄養・代謝系,疾患・病態,副腎皮質・髄質疾患,なし,Cushing 症候群,,JlvnmLc,"D-12-04-04-01, D-12-04-04-02, D-12-04-04-03","Cushing症候群の病態、症候と診断を説明できる。,アルドステロン過剰症、原発性アルドステロン症を概説できる。,副腎不全（急性・慢性（Addison病））の病因、病態生理、症候、診断と治療を説明できる。",,,,Cushing 症候群,Cushing 症候群,,,,,,,,,,,,,,,,,
内分泌・栄養・代謝系,疾患・病態,副腎皮質・髄質疾患,なし,アルドステロン過剰症,,JlvnmLg,"D-12-04-04-01, D-12-04-04-02, D-12-04-04-03","Cushing症候群の病態、症候と診断を説明できる。,アルドステロン過剰症、原発性アルドステロン症を概説できる。,副腎不全（急性・慢性（Addison病））の病因、病態生理、症候、診断と治療を説明できる。",,,,アルドステロン過剰症,アルドステロン過剰症,,,,,,,,,,,,,,,,,
内分泌・栄養・代謝系,疾患・病態,副腎皮質・髄質疾患,なし,原発性アルドステロン症,,JlvnmLo,"D-12-04-04-01, D-12-04-04-02, D-12-04-04-03","Cushing症候群の病態、症候と診断を説明できる。,アルドステロン過剰症、原発性アルドステロン症を概説できる。,副腎不全（急性・慢性（Addison病））の病因、病態生理、症候、診断と治療を説明できる。",,,,原発性アルドステロン症,原発性アルドステロン症,,,,,,,,,,,,,,,,,
内分泌・栄養・代謝系,疾患・病態,副腎皮質・髄質疾患,なし,副腎不全(急性・慢性（Addison 病）),,JlvnmLs,"D-12-04-04-01, D-12-04-04-02, D-12-04-04-03","Cushing症候群の病態、症候と診断を説明できる。,アルドステロン過剰症、原発性アルドステロン症を概説できる。,副腎不全（急性・慢性（Addison病））の病因、病態生理、症候、診断と治療を説明できる。",,,,副腎不全(急性・慢性（Addison 病）),副腎不全(急性・慢性（Addison 病）),,,,,,,,,,,,,,,,,
内分泌・栄養・代謝系,疾患・病態,糖代謝異常,なし,1型糖尿病,●,JlvnmL0,"D-12-04-05-01, D-12-04-05-02, D-12-04-05-03, D-12-04-05-04, D-12-04-05-05","糖尿病の病因、病態生理、分類、症候と診断を説明できる。,糖尿病の急性合併症を説明できる。,糖尿病の慢性合併症を列挙し、概説できる。,糖尿病の治療（食事療法、運動療法、薬物治療）を概説できる。,低血糖症を概説できる。",,,,1型糖尿病,1型糖尿病,重要,,●,,,,,,,,,,,,,,
内分泌・栄養・代謝系,疾患・病態,糖代謝異常,なし,2型糖尿病,●,JlvnmL8,"D-12-04-05-01, D-12-04-05-02, D-12-04-05-03, D-12-04-05-04, D-12-04-05-05","糖尿病の病因、病態生理、分類、症候と診断を説明できる。,糖尿病の急性合併症を説明できる。,糖尿病の慢性合併症を列挙し、概説できる。,糖尿病の治療（食事療法、運動療法、薬物治療）を概説できる。,低血糖症を概説できる。",,,,2型糖尿病,2型糖尿病,重要,,●,,,,,,,,,,,,,,
内分泌・栄養・代謝系,疾患・病態,糖代謝異常,なし,足病変,●,JlvnmMk,"D-12-04-05-01, D-12-04-05-02, D-12-04-05-03, D-12-04-05-04, D-12-04-05-05","糖尿病の病因、病態生理、分類、症候と診断を説明できる。,糖尿病の急性合併症を説明できる。,糖尿病の慢性合併症を列挙し、概説できる。,糖尿病の治療（食事療法、運動療法、薬物治療）を概説できる。,低血糖症を概説できる。",,,,足病変,足病変,重要,,●（追記）,,,,,,,,,,,,,,
内分泌・栄養・代謝系,疾患・病態,糖代謝異常,なし,低血糖症,,JlvnmMs,"D-12-04-05-01, D-12-04-05-02, D-12-04-05-03, D-12-04-05-04, D-12-04-05-05","糖尿病の病因、病態生理、分類、症候と診断を説明できる。,糖尿病の急性合併症を説明できる。,糖尿病の慢性合併症を列挙し、概説できる。,糖尿病の治療（食事療法、運動療法、薬物治療）を概説できる。,低血糖症を概説できる。",,,,低血糖症,低血糖症,,,,,,,,,,,,,,,,,
内分泌・栄養・代謝系,疾患・病態,糖代謝異常,糖尿病の急性期合併症,糖尿病ケトアシドーシス,●,JlvnmMA,"D-12-04-05-01, D-12-04-05-02, D-12-04-05-03, D-12-04-05-04, D-12-04-05-05","糖尿病の病因、病態生理、分類、症候と診断を説明できる。,糖尿病の急性合併症を説明できる。,糖尿病の慢性合併症を列挙し、概説できる。,糖尿病の治療（食事療法、運動療法、薬物治療）を概説できる。,低血糖症を概説できる。",,,,糖尿病ケトアシドーシス,糖尿病ケトアシドーシス,重要,,●（追記）,,,●,,,,,,,,,,,
内分泌・栄養・代謝系,疾患・病態,糖代謝異常,糖尿病の急性期合併症,高血糖高浸透圧症候群,●,JlvnmMI,"D-12-04-05-01, D-12-04-05-02, D-12-04-05-03, D-12-04-05-04, D-12-04-05-05","糖尿病の病因、病態生理、分類、症候と診断を説明できる。,糖尿病の急性合併症を説明できる。,糖尿病の慢性合併症を列挙し、概説できる。,糖尿病の治療（食事療法、運動療法、薬物治療）を概説できる。,低血糖症を概説できる。",,,,高血糖高浸透圧症候群,高血糖高浸透圧症候群,重要,,●（追記）,,,●,,,,,,,,,,,
内分泌・栄養・代謝系,疾患・病態,糖代謝異常,糖尿病の急性期合併症,乳酸アシドーシス,,JlvnmMM,"D-12-04-05-01, D-12-04-05-02, D-12-04-05-03, D-12-04-05-04, D-12-04-05-05","糖尿病の病因、病態生理、分類、症候と診断を説明できる。,糖尿病の急性合併症を説明できる。,糖尿病の慢性合併症を列挙し、概説できる。,糖尿病の治療（食事療法、運動療法、薬物治療）を概説できる。,低血糖症を概説できる。",,,,乳酸アシドーシス,乳酸アシドーシス,,,,,,●,,,,,,,,,,,
内分泌・栄養・代謝系,疾患・病態,糖代謝異常,糖尿病の慢性合併症,網膜症,●,JlvnmMU,"D-12-04-05-01, D-12-04-05-02, D-12-04-05-03, D-12-04-05-04, D-12-04-05-05","糖尿病の病因、病態生理、分類、症候と診断を説明できる。,糖尿病の急性合併症を説明できる。,糖尿病の慢性合併症を列挙し、概説できる。,糖尿病の治療（食事療法、運動療法、薬物治療）を概説できる。,低血糖症を概説できる。",,,,網膜症,網膜症,重要,,●（追記）,,,●,,,,,,,,,,,
内分泌・栄養・代謝系,疾患・病態,糖代謝異常,糖尿病の慢性合併症,腎症,●,JlvnmMY,"D-12-04-05-01, D-12-04-05-02, D-12-04-05-03, D-12-04-05-04, D-12-04-05-05","糖尿病の病因、病態生理、分類、症候と診断を説明できる。,糖尿病の急性合併症を説明できる。,糖尿病の慢性合併症を列挙し、概説できる。,糖尿病の治療（食事療法、運動療法、薬物治療）を概説できる。,低血糖症を概説できる。",,,,腎症,腎症,重要,,●（追記）,,,●,,,,,,,,,,,
内分泌・栄養・代謝系,疾患・病態,糖代謝異常,糖尿病の慢性合併症,神経障害,●,JlvnmMg,"D-12-04-05-01, D-12-04-05-02, D-12-04-05-03, D-12-04-05-04, D-12-04-05-05","糖尿病の病因、病態生理、分類、症候と診断を説明できる。,糖尿病の急性合併症を説明できる。,糖尿病の慢性合併症を列挙し、概説できる。,糖尿病の治療（食事療法、運動療法、薬物治療）を概説できる。,低血糖症を概説できる。",,,,神経障害,神経障害,重要,,●（追記）,,,●,,,,,,,,,,,
内分泌・栄養・代謝系,疾患・病態,脂質代謝異常,なし,脂質異常症,●,JlvnmMw,"D-12-04-06-01,D-12-04-06-02","脂質異常症（高脂血症）の分類、病因と病態を説明できる。,脂質異常症（高脂血症）の予防と治療を説明できる。",,,,脂質異常症,脂質異常症,重要,,●,,,,,,,,,,,,,,
内分泌・栄養・代謝系,疾患・病態,脂質代謝異常,なし,肥満症,,JlvnmM4,"D-12-04-06-01,D-12-04-06-02","脂質異常症（高脂血症）の分類、病因と病態を説明できる。,脂質異常症（高脂血症）の予防と治療を説明できる。",,,,肥満症,肥満症,,,,,,●,,,,,,,,,,,
内分泌・栄養・代謝系,疾患・病態,ビタミン・核酸・その他の代謝異常,なし,ビタミン欠乏症,,JlvnmNA,"D-12-04-07-01,D-12-04-07-02,D-12-04-08-01,D-12-04-09-01,D-12-04-09-02,D-12-04-09-03","血清タンパク質の異常を概説できる。,高尿酸血症・痛風の病因と病態を説明できる。,ビタミン・微量元素の欠乏症と過剰症を概説できる。,ヘモクロマトーシスを概説できる。,ポルフィリアを概説できる。,Wilson病を概説できる。",,,,ビタミン欠乏症,ビタミン欠乏症,,,,,,,,,,,,,,,,,
内分泌・栄養・代謝系,疾患・病態,ビタミン・核酸・その他の代謝異常,なし,高尿酸血症・痛風,●,JlvnmNE,"D-12-04-07-01,D-12-04-07-02,D-12-04-08-01,D-12-04-09-01,D-12-04-09-02,D-12-04-09-03","血清タンパク質の異常を概説できる。,高尿酸血症・痛風の病因と病態を説明できる。,ビタミン・微量元素の欠乏症と過剰症を概説できる。,ヘモクロマトーシスを概説できる。,ポルフィリアを概説できる。,Wilson病を概説できる。",,,,高尿酸血症・痛風,高尿酸血症・痛風,重要,,●,,,,,,,,,,,,,,
内分泌・栄養・代謝系,疾患・病態,ビタミン・核酸・その他の代謝異常,なし,全身性アミロイドーシス,,JlvnmNM,"D-12-04-07-01,D-12-04-07-02,D-12-04-08-01,D-12-04-09-01,D-12-04-09-02,D-12-04-09-03","血清タンパク質の異常を概説できる。,高尿酸血症・痛風の病因と病態を説明できる。,ビタミン・微量元素の欠乏症と過剰症を概説できる。,ヘモクロマトーシスを概説できる。,ポルフィリアを概説できる。,Wilson病を概説できる。",,,,全身性アミロイドーシス,全身性アミロイドーシス,,,,,,,,,,,,,,,,,
内分泌・栄養・代謝系,疾患・病態,小児疾患,なし,成長ホルモン分泌不全型低身長,,JlvnmNQ,"D-12-04-01-05, D-12-04-04-04","成長ホルモン分泌不全性低身長症を概説できる。,先天性副腎（皮質）過形成を概説できる。",,,,成長ホルモン分泌不全型低身長,成長ホルモン分泌不全型低身長,,,,重複あり,,,,,,,,,,,,,
内分泌・栄養・代謝系,疾患・病態,小児疾患,なし,先天性副腎皮質過形成,,JlvnmNY,"D-12-04-01-05, D-12-04-04-04","成長ホルモン分泌不全性低身長症を概説できる。,先天性副腎（皮質）過形成を概説できる。",,,,先天性副腎皮質過形成,先天性副腎皮質過形成,,,,重複あり,,,,,,,,,,,,,
眼・視覚系,疾患・病態,なし,なし,屈折異常（近視・遠視・乱視）と調節障害,,JlvnmNk,D-13-04-01-01,屈折異常（近視、遠視、乱視）と調節障害の病態生理を説明できる。,,,,屈折異常（近視・遠視・乱視）と調節障害,屈折異常（近視・遠視・乱視）と調節障害,,,,,,,,,,,,,,,,,
眼・視覚系,疾患・病態,なし,なし,結膜炎・角膜炎・眼瞼炎,●,JlvnmNs,D-13-04-01-02,感染性角結膜疾患の症候、診断と治療を説明できる。,,,,結膜炎・角膜炎・眼瞼炎,結膜炎・角膜炎・眼瞼炎,重要,,●,,,●,,,,,,,,,,,
眼・視覚系,疾患・病態,なし,なし,麦粒腫・霰粒腫,,JlvnmNw,,,,,,麦粒腫・霰粒腫,麦粒腫・霰粒腫,,,,,,●,,,,,,,,,,,
眼・視覚系,疾患・病態,なし,なし,白内障,●,JlvnmN4,D-13-04-01-03,白内障の病因、症候、診断と治療を説明できる。,,,,白内障,白内障,重要,,●,,,,,,,,,,,,,,
眼・視覚系,疾患・病態,なし,なし,緑内障,●,JlvnmN8,D-13-04-01-04,緑内障の病因を列挙し、それらの発症機序、症候と治療を説明できる。,,,,緑内障,緑内障,重要,,●,,,,,,,,,,,,,,
眼・視覚系,疾患・病態,なし,なし,裂孔原性網膜剥離,,JlvnmOE,D-13-04-01-05,裂孔原性網膜剥離の症候、診断と治療を説明できる。,,,,裂孔原性網膜剥離,裂孔原性網膜剥離,,,,,,,,,,,,,,,,,
眼・視覚系,疾患・病態,なし,なし,加齢黄斑変性・網膜色素変性,,JlvnmOI,,,,,,加齢黄斑変性・網膜色素変性,加齢黄斑変性・網膜色素変性,,,,,,●,,,,,,,,,,,
眼・視覚系,疾患・病態,なし,なし,糖尿病・高血圧による眼底変化（糖尿病網膜症など）,●,JlvnmOQ,D-13-04-01-06,糖尿病、高血圧・動脈硬化による眼底変化を説明できる。,,,,糖尿病・高血圧による眼底変化（糖尿病網膜症など）,糖尿病・高血圧による眼底変化（糖尿病網膜症など）,重要,,●,,,,,,,,,,,,,,
眼・視覚系,疾患・病態,なし,なし,ぶどう膜炎,,JlvnmOY,D-13-04-01-07,ぶどう膜炎の病因、症候、診断と治療を説明できる。,,,,ぶどう膜炎,ぶどう膜炎,,,,,,,,,,,,,,,,,
眼・視覚系,疾患・病態,なし,なし,視神経炎（症）・うっ血乳頭,,JlvnmOc,D-13-04-01-08,視神経炎(症)・うっ血乳頭の病因、症候と診断を説明できる。,,,,視神経炎（症）・うっ血乳頭,視神経炎（症）・うっ血乳頭,,,,,,,,,,,,,,,,,
眼・視覚系,疾患・病態,なし,なし,化学損傷（アルカリ・酸）,,JlvnmOk,D-13-04-01-09,アルカリ、酸による化学損傷の症候と救急処置を説明できる。,,,,化学損傷（アルカリ・酸）,化学損傷（アルカリ・酸）,,,,,,,,,,,,,,,,,
