"臓器","分類","カテゴリ","サブカテゴリ","疾患","重要","Unnamed: 6","UID","H28対応項目","修正案(20220318)","作業用(20220417)","疾患(20220417)","作業予定(20220417)","コメント(20220318)","重要(20220318)","重複(計算列)","重複のため削除する項目に●(20220408)","重要度分類(スリム化チーム作業用)(20220330)","座長・副座長返答(1.医学教育課の意見を反映,2.原案ママ,3.その他)(20220411)","座長・副座長コメント(20220411)","医学教育課修正案(20220317)","医学教育課からのコメント(20220317)","診断","治療","教育","予防","作成時(20220316コメント)","修正案(20220316)","パフォーマンス"
"腫瘍","疾患・病態","血液・造血器・リンパ系","なし","急性白血病","●","","JlvnmaE","E-03-05-na-01","","急性白血病","急性白血病","重要","","●","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","血液・造血器・リンパ系","なし","慢性骨髄性白血病","","","JlvnmaM","E-03-05-na-01","","慢性骨髄性白血病","慢性骨髄性白血病","重複削除","","●","重複あり","●","","","","","","","","","","","",""
"腫瘍","疾患・病態","血液・造血器・リンパ系","なし","骨髄異形成症候群","","","JlvnmaQ","E-03-05-na-01","","骨髄異形成症候群","骨髄異形成症候群","重複削除","","","重複あり","●","","","","","","","","","","","",""
"腫瘍","疾患・病態","血液・造血器・リンパ系","なし","成人T細胞白血病","","","JlvnmaY","E-03-05-na-01","","成人T細胞白血病","成人T細胞白血病","","","","","","●","","","","","","","","","","",""
"腫瘍","疾患・病態","血液・造血器・リンパ系","なし","真性赤血球増加症","","","Jlvnmac","E-03-05-na-01","","真性赤血球増加症","真性赤血球増加症","重複削除","","","重複あり","●","","","","","","","","","","","",""
"腫瘍","疾患・病態","血液・造血器・リンパ系","なし","本態性血小板血症","","","Jlvnmak","E-03-05-na-01","","本態性血小板血症","本態性血小板血症","重複削除","","","重複あり","●","","","","","","","","","","","",""
"腫瘍","疾患・病態","血液・造血器・リンパ系","なし","骨髄線維症","","","Jlvnmao","E-03-05-na-01","","骨髄線維症","骨髄線維症","","","","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","血液・造血器・リンパ系","なし","悪性リンパ腫","","","Jlvnmas","E-03-05-na-01","","悪性リンパ腫","悪性リンパ腫","","","","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","血液・造血器・リンパ系","なし","多発性骨髄腫","","","Jlvnmaw","E-03-05-na-01","","多発性骨髄腫","多発性骨髄腫","重複削除","","●","重複あり","●","","","","","","","","","","","",""
"腫瘍","疾患・病態","神経系","なし","膠芽腫","","","Jlvnma4","E-03-05-na-02","","膠芽腫","膠芽腫","","","","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","神経系","なし","髄膜腫","","","Jlvnma8","E-03-05-na-02","","髄膜腫","髄膜腫","","","","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","神経系","なし","神経鞘腫","","","JlvnmbE","E-03-05-na-02","","神経鞘腫","神経鞘腫","","","","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","神経系","なし","転移性脳腫瘍","","","JlvnmbI","E-03-05-na-02","","転移性脳腫瘍","転移性脳腫瘍","","","","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","皮膚系","なし","基底細胞癌","","","JlvnmbQ","E-03-05-na-03","","基底細胞癌","基底細胞癌","","","","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","皮膚系","なし","有棘細胞癌","","","JlvnmbU","E-03-05-na-03","","有棘細胞癌","有棘細胞癌","","","","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","皮膚系","なし","悪性黒色腫","","","Jlvnmbc","E-03-05-na-03","","悪性黒色腫","悪性黒色腫","","","","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","皮膚系","なし","リンパ腫","","","Jlvnmbg","E-03-05-na-03","","リンパ腫","リンパ腫","","","","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","運動器（筋骨格）系","なし","骨肉腫","","","Jlvnmbo","E-03-05-na-04","","骨肉腫","骨肉腫","","","","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","運動器（筋骨格）系","なし","軟骨肉腫","","","Jlvnmbs","E-03-05-na-04","","軟骨肉腫","軟骨肉腫","","","","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","運動器（筋骨格）系","なし","Ewing肉腫","","","Jlvnmb0","E-03-05-na-04","","Ewing肉腫","Ewing肉腫","","","","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","運動器（筋骨格）系","なし","転移性脊椎腫瘍","","","Jlvnmb8","E-03-05-na-04","","転移性脊椎腫瘍","転移性脊椎腫瘍","","","","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","循環器系","なし","粘液腫","","","JlvnmcA","E-03-05-na-05","","粘液腫","粘液腫","","","","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","呼吸器系","なし","肺癌","●","","JlvnmcI","E-03-05-na-06","","肺癌","肺癌","重要","","●","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","呼吸器系","なし","胸膜中皮腫","","","JlvnmcM","E-03-05-na-06","","胸膜中皮腫","胸膜中皮腫","","","","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","呼吸器系","なし","転移性肺腫瘍","","","JlvnmcU","E-03-05-na-06","","転移性肺腫瘍","転移性肺腫瘍","","","","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","呼吸器系","なし","縦隔腫瘍（胸腺腫を含む）","","","JlvnmcY","E-03-05-na-06","","縦隔腫瘍（胸腺腫を含む）","縦隔腫瘍（胸腺腫を含む）","","","","","","●","","","","","","","","","","",""
"腫瘍","疾患・病態","消化器系","なし","食道癌","●","","Jlvnmcg","E-03-05-na-07","","食道癌","食道癌","重要","","●","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","消化器系","なし","胃癌","●","","Jlvnmco","E-03-05-na-07","","胃癌","胃癌","重要","","●","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","消化器系","なし","大腸ポリープ","","","Jlvnmcs","E-03-05-na-07","","大腸ポリープ","大腸ポリープ","","","","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","消化器系","なし","大腸癌","●","","Jlvnmc0","E-03-05-na-07","","大腸癌","大腸癌","重要","","●","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","消化器系","なし","胆嚢・胆管癌","","","Jlvnmc4","E-03-05-na-07","","胆嚢・胆管癌","胆嚢・胆管癌","","","","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","消化器系","なし","原発性肝癌","●","","JlvnmdA","E-03-05-na-07","","原発性肝癌","原発性肝癌","重要","","●","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","消化器系","なし","膵神経内分泌腫瘍","","","JlvnmdE","E-03-05-na-07","","膵神経内分泌腫瘍","膵神経内分泌腫瘍","","","","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","消化器系","なし","嚢胞性膵腫瘍","","","JlvnmdM","E-03-05-na-07","","嚢胞性膵腫瘍","嚢胞性膵腫瘍","","","","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","消化器系","なし","膵癌","●","","JlvnmdQ","E-03-05-na-07","","膵癌","膵癌","重要","","●","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","腎・尿路系","なし","腎癌","●","","JlvnmdY","E-03-05-na-08","","腎癌","腎癌","重要","","●","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","腎・尿路系","なし","腎盂尿管癌・膀胱癌","●","","Jlvnmdg","E-03-05-na-08","","腎盂尿管癌・膀胱癌","腎盂尿管癌・膀胱癌","重要","","●","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","生殖機能","なし","前立腺癌","●","","Jlvnmdk","E-03-05-na-09","","前立腺癌","前立腺癌","重要","","●","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","生殖機能","なし","精巣腫瘍","","","Jlvnmds","E-03-05-na-09","","精巣腫瘍","精巣腫瘍","","","","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","生殖機能","なし","子宮頸癌","●","","Jlvnmdw","E-03-05-na-09","","子宮頸癌","子宮頸癌","重要","","●","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","生殖機能","なし","子宮体癌（子宮内膜癌）","●","","Jlvnmd4","E-03-05-na-09","","子宮体癌（子宮内膜癌）","子宮体癌（子宮内膜癌）","重要","","●","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","生殖機能","なし","卵巣腫瘍","●","","JlvnmeA","E-03-05-na-09","","卵巣腫瘍","卵巣腫瘍","重要","","●","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","生殖機能","絨毛性疾患","胞状奇胎","","","JlvnmeE","E-03-05-na-09","","胞状奇胎","胞状奇胎","","","","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","生殖機能","なし","絨毛癌","","","JlvnmeM","E-03-05-na-09","","絨毛癌","絨毛癌","","","","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","乳房","なし","原発性乳癌","●","","JlvnmeQ","E-03-05-na-10","","原発性乳癌","原発性乳癌","重要","","●","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","乳房","なし","線維腺腫","","","JlvnmeY","E-03-05-na-10","","線維腺腫","線維腺腫","","","","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","乳房","なし","乳腺症","","","Jlvnmec","E-03-05-na-10","","乳腺症","乳腺症","","","","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","内分泌・栄養・代謝系","なし","下垂体腫瘍","","","Jlvnmek","E-03-05-na-11","","下垂体腫瘍","下垂体腫瘍","重複削除","","","重複あり","●","","","","","","","","","","","",""
"腫瘍","疾患・病態","内分泌・栄養・代謝系","甲状腺腫瘍","腺腫様甲状腺腫","","","Jlvnmeo","E-03-05-na-11","","腺腫様甲状腺腫","腺腫様甲状腺腫","","","","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","内分泌・栄養・代謝系","なし","甲状腺癌","","","Jlvnmew","E-03-05-na-11","","甲状腺癌","甲状腺癌","","","","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","内分泌・栄養・代謝系","なし","褐色細胞腫","","","Jlvnme0","E-03-05-na-11","","褐色細胞腫","褐色細胞腫","","","","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","内分泌・栄養・代謝系","なし","多発性内分泌腫瘍症","","","Jlvnme4","E-03-05-na-11","","多発性内分泌腫瘍症","多発性内分泌腫瘍症","","","","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","眼・視覚系","なし","網膜芽細胞腫","","","Jlvnme8","E-03-05-na-13","","網膜芽細胞腫","網膜芽細胞腫","","","","重複あり","●","","","","","","","","","","","",""
"腫瘍","疾患・病態","耳鼻・咽喉・口腔系（頭頸部）","なし","舌癌","","","JlvnmfE","E-03-05-na-14,E-03-05-na-12","","舌癌","舌癌","","","","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","耳鼻・咽喉・口腔系（頭頸部）","なし","咽頭癌","","","JlvnmfI","E-03-05-na-14,E-03-05-na-12","","咽頭癌","咽頭癌","","","","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","耳鼻・咽喉・口腔系（頭頸部）","なし","喉頭癌","","","JlvnmfQ","E-03-05-na-14,E-03-05-na-12","","喉頭癌","喉頭癌","","","","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","小児","なし","脳腫瘍","","","JlvnmfU","E-03-05-na-05","","脳腫瘍","脳腫瘍","","","","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","小児","なし","血液腫瘍","","","Jlvnmfc","E-03-05-na-05","","血液腫瘍","血液腫瘍","","","","","","","","","","","","","","","","",""
"腫瘍","疾患・病態","小児","なし","網膜芽細胞腫","","","Jlvnmfg","E-03-05-na-05","","網膜芽細胞腫","網膜芽細胞腫","重複削除","","","重複あり","●","","","","","","","","","","","",""
"腫瘍","疾患・病態","小児","なし","神経芽腫","","","Jlvnmfo","E-03-05-na-05","","神経芽腫","神経芽腫","重複削除","","","重複あり","●","","","","","","","","","","","",""
"腫瘍","疾患・病態","小児","なし","腎芽腫","","","Jlvnmfs","E-03-05-na-05","","腎芽腫","腎芽腫","重複削除","","","重複あり","●","","","","","","","","","","","",""
